Product Name,Specifications,Rating,Price,Battery Life,Weight,Webcam,Display Size,Brand,Processor,RAM,DDR,OS,Storage,Display,Warranty,Specification
HP 15s,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Onsite Warranty,4.1,49400,3 Cell,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 inch),HP,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),1 Year Onsite Warranty,"Product: HP 15s, Brand: HP, Rating: 4.1, Price: ₹49400, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty"
Lenovo IdeaPad Slim 5,Intel Core i 5 Processor (13th Gen)16 GB DDR 5 RAMWindows 11 Home Operating System 1 TB SSD 35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,Not found,97290,Integrated 60Wh,1.39 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch),Lenovo,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11 Home,1 TB SSD,35.56 cm (14 inch),20241 Year Carry-in Warranty,"Product: Lenovo IdeaPad Slim 5, Brand: Lenovo, Rating: Not found, Price: ₹97290, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 1 TB SSD, Weight: 1.39 Kg kg, Warranty: 20241 Year Carry-in Warranty"
MOTOROLA Motobook 60 Full Metal,Intel Core 7 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.2,70990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.2, Price: ₹70990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
HP Pro G10,Intel Core i 7 Processor (13th Gen)32 GB DDR 4 RAM 64 bit Windows 11 Operating System 1 TB SSD 35.56 cm (14 inch) DisplayMS OFFICE 1 year Onsite Warrenty,4.4,79800,3,1.36 kg,"HD 720p, with privacy shutter, fixed focus",35.56 cm (14 inch),HP,Intel Core i 7 Processor (13th Gen),32 GB,DDR,Windows 11,1 TB SSD,35.56 cm (14 inch),Not found,"Product: HP Pro G10, Brand: HP, Rating: 4.4, Price: ₹79800, Processor: Intel Core i 7 Processor (13th Gen), RAM: 32 GB GB, DDR: DDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 1.36 kg kg, Warranty: Not found"
DELL 15,"Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4.1,44990,Up to 7 Hrs*,1.69 Kg,Not found,39.62 cm (15.6 Inch),DELL,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: DELL 15, Brand: DELL, Rating: 4.1, Price: ₹44990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty"
Acer Aspire Lite,AMD Ryzen 5 Hexa Core Processor 16 GB DDR 4 RAMWindows 11 Operating System 1 TB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.1,37990,Not found,1.59 Kg,Keyboard,39.62 cm (15.6 Inch),Acer,Not found,16 GB,DDR,Windows 11,1 TB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: Acer Aspire Lite, Brand: Acer, Rating: 4.1, Price: ₹37990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Onsite Warranty"
Acer Swift Go 14 Snapdragon X Plus,Snapdragon X Plus Processor 16 GB LPDDR 5X RAMWindows 11 Operating System 512 GB SSD 36.83 cm (14.5 Inch) Display 1 Year Carry-in Warranty,4.3,55990,Not found,1.32 Kg,"Video conferencing: UFC with Double T-Type MIPI QHD camera, Compatible with Windows only, 1920 x 1200 resolution, 1440p QHD video at 30 fps with Temporal Noise Reduction.",36.83 cm (14.5 Inch),Acer,Not found,16 GB,LPDDR,Windows 11,512 GB SSD,36.83 cm (14.5 Inch),1 Year Carry-in Warranty,"Product: Acer Swift Go 14 Snapdragon X Plus, Brand: Acer, Rating: 4.3, Price: ₹55990, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.32 Kg kg, Warranty: 1 Year Carry-in Warranty"
HP 15,AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,29990,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch),HP,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP 15, Brand: HP, Rating: 4.2, Price: ₹29990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Onsite Warranty"
MOTOROLA Motobook 60 Full Metal,Intel Core 5 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.4,62990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.4, Price: ₹62990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
Lenovo LOQ,AMD Ryzen 7 Octa Core Processor 24 GB DDR 5 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1Yr Warranty and 1 Yr Accidental Damage Protection,4.5,80690,Not found,2.38 Kg,HD 720p with E-shutter,39.62 cm (15.6 Inch),Lenovo,Not found,24 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),Not found,"Product: Lenovo LOQ, Brand: Lenovo, Rating: 4.5, Price: ₹80690, Processor: Not found, RAM: 24 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 2.38 Kg kg, Warranty: Not found"
Lenovo IdeaPad Flex 5,Intel Core i 7 Processor (13th Gen)16 GB LPDDR 4X RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Touchscreen DisplayMicrosoft Office Home & Student 20211 Year Carry-in Warranty,4.3,74990,Warranty Summary,1.5 kg,Full HD 1080p with Privacy Shutter,35.56 cm (14 Inch),Lenovo,Intel Core i 7 Processor (13th Gen),16 GB,LPDDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20211 Year Carry-in Warranty,"Product: Lenovo IdeaPad Flex 5, Brand: Lenovo, Rating: 4.3, Price: ₹74990, Processor: Intel Core i 7 Processor (13th Gen), RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.5 kg kg, Warranty: 20211 Year Carry-in Warranty"
HP Backlit,Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.3,44990,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch),HP,Intel Core i 5 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP Backlit, Brand: HP, Rating: 4.3, Price: ₹44990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty"
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis,Intel Core Ultra 5 Processor 16 GB LPDDR 5X RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Touchscreen Display 1 Year Onsite Warranty,4.9,114990,Upto 12.3 Hours,1.46 Kg,Not found,39.62 cm (15.6 Inch),SAMSUNG,Not found,16 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis, Brand: SAMSUNG, Rating: 4.9, Price: ₹114990, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.46 Kg kg, Warranty: 1 Year Onsite Warranty"
HP 250R G9,Intel Core i 3 Processor (13th Gen)8 GB DDR 4 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayWindows 111 Year Onsite Warranty,4.5,31990,"HP Long Life 3-cell, 41 Wh Li-ion",1.74 kg,720p HD camera,39.62 cm (15.6 inch),HP,Intel Core i 3 Processor (13th Gen),8 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),111 Year Onsite Warranty,"Product: HP 250R G9, Brand: HP, Rating: 4.5, Price: ₹31990, Processor: Intel Core i 3 Processor (13th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.74 kg kg, Warranty: 111 Year Onsite Warranty"
ASUS TUF Gaming A15,AMD Ryzen 7 Octa Core Processor 16 GB DDR 5 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.5,90990,Not found,2.20 Kg,720P HD camera,39.62 cm (15.6 Inch),ASUS,Not found,16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: ASUS TUF Gaming A15, Brand: ASUS, Rating: 4.5, Price: ₹90990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 2.20 Kg kg, Warranty: 1 Year Onsite Warranty"
DELL 15,"Intel Core i 3 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service",4.2,31990,"3 Cell, 41 Wh, Integrated",1.69 Kg,HD,39.62 cm (15.6 inch),DELL,Intel Core i 3 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: DELL 15, Brand: DELL, Rating: 4.2, Price: ₹31990, Processor: Intel Core i 3 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: Not found"
HP 15s Backlit Keyboard,AMD Ryzen 3 Quad Core Processor 8 GB LPDDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,29990,Warranty Summary,1.59 kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch),HP,Not found,8 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP 15s Backlit Keyboard, Brand: HP, Rating: 4.2, Price: ₹29990, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 kg kg, Warranty: 1 Year Onsite Warranty"
MSI Thin 15,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 2 Year Onsite Warranty,4.3,50990,Model Number,1.86 Kg,HD type (30fps@720p),39.62 cm (15.6 Inch),MSI,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),2 Year Onsite Warranty,"Product: MSI Thin 15, Brand: MSI, Rating: 4.3, Price: ₹50990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.86 Kg kg, Warranty: 2 Year Onsite Warranty"
ASUS TUF Gaming A15,AMD Ryzen 7 Octa Core Processor 8 GB DDR 5 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Carry-in Warranty,4.3,52990,3 Cell,2.30 Kg,720p HD camera,39.62 cm (15.6 inch),ASUS,Not found,8 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Carry-in Warranty,"Product: ASUS TUF Gaming A15, Brand: ASUS, Rating: 4.3, Price: ₹52990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 2.30 Kg kg, Warranty: 1 Year Carry-in Warranty"
ASUS Chromebook Touch,Intel Celeron Dual Core Processor 4 GB LPDDR 4 RAMChrome Operating System 39.62 cm (15.6 inch) Touchscreen Display 1 Year Onsite Warranty,3.8,17566,2 Cell,1.69 Kg,Finger Print Sensor,39.62 cm (15.6 inch),ASUS,Not found,4 GB,LPDDR,Not found,Not found,39.62 cm (15.6 inch),1 Year Onsite Warranty,"Product: ASUS Chromebook Touch, Brand: ASUS, Rating: 3.8, Price: ₹17566, Processor: Not found, RAM: 4 GB GB, DDR: LPDDR, OS: Not found, Storage: Not found, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty"
Acer Aspire 3 Backlit,AMD Ryzen 5 Hexa Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Carry-in Warranty,4.1,33990,Not found,1.79 Kg,Full HD camera,39.62 cm (15.6 Inch),Acer,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Carry-in Warranty,"Product: Acer Aspire 3 Backlit, Brand: Acer, Rating: 4.1, Price: ₹33990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.79 Kg kg, Warranty: 1 Year Carry-in Warranty"
HP,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Onsite warranty,4.3,46190,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch),HP,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: HP, Brand: HP, Rating: 4.3, Price: ₹46190, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: Not found"
CHUWI,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR 4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 256 GB SSD 35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software 1 Year Onsite Warranty",3.7,16490,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch),CHUWI,Intel Celeron Dual Core Processor (11th Gen),8GB,LPDDR,Windows 11,256 GB SSD,35.81 cm (14.1 inch),1 Year Onsite Warranty,"Product: CHUWI, Brand: CHUWI, Rating: 3.7, Price: ₹16490, Processor: Intel Celeron Dual Core Processor (11th Gen), RAM: 8GB GB, DDR: LPDDR, OS: Windows 11, Storage: 256 GB SSD, Weight: 1.39 kg kg, Warranty: 1 Year Onsite Warranty"
HP Pavilion,Intel Core Ultra 5 Processor 16 GB LPDDR 5 RAMWindows 11 Operating System 1 TB SSD 40.64 cm (16 inch) Display 1 Year Onsite Warranty,4.4,69990,Not found,1.77 Kg,HP True Vision 1080p FHD IR camera,40.64 cm (16 inch),HP,Not found,16 GB,LPDDR,Windows 11,1 TB SSD,40.64 cm (16 inch),1 Year Onsite Warranty,"Product: HP Pavilion, Brand: HP, Rating: 4.4, Price: ₹69990, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 1.77 Kg kg, Warranty: 1 Year Onsite Warranty"
Lenovo,Intel Core i 7 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.1,46990,2 Cell,1.7 Kg,"HD 720p, with privacy shutter, fixed focus",39.62 cm (15.6 Inch),Lenovo,Intel Core i 7 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: Lenovo, Brand: Lenovo, Rating: 4.1, Price: ₹46990, Processor: Intel Core i 7 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.7 Kg kg, Warranty: 1 Year Onsite Warranty"
DELL Latitude 3540,"Intel Core i 3 Processor (12th Gen)16 GB DDR 4 RAM 64 bit Windows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Home 1 Year Onsite Warranty",4.2,33800,3 Cell,1.6 kg,Warranty Summary,39.62 cm (15.6 inch),DELL,Intel Core i 3 Processor (12th Gen),16 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Onsite Warranty,"Product: DELL Latitude 3540, Brand: DELL, Rating: 4.2, Price: ₹33800, Processor: Intel Core i 3 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.6 kg kg, Warranty: 1 Year Onsite Warranty"
DELL Latitude 3540,Intel Core i 3 Processor (12th Gen)8 GB DDR 4 RAMLinux/Ubuntu Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year,4,31299,Upto 6 Hours,Not found,Yes,39.62 cm (15.6 inch),DELL,Intel Core i 3 Processor (12th Gen),8 GB,DDR,Not found,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: DELL Latitude 3540, Brand: DELL, Rating: 4, Price: ₹31299, Processor: Intel Core i 3 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Not found, Storage: 512 GB SSD, Weight: Not found kg, Warranty: Not found"
Lenovo IdeaPad Slim 5,Intel Core i 5 Processor (13th Gen)16 GB DDR 5 RAMWindows 11 Home Operating System 1 TB SSD 35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,Not found,97290,Integrated 60Wh,1.39 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch),Lenovo,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11 Home,1 TB SSD,35.56 cm (14 inch),20241 Year Carry-in Warranty,"Product: Lenovo IdeaPad Slim 5, Brand: Lenovo, Rating: Not found, Price: ₹97290, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 1 TB SSD, Weight: 1.39 Kg kg, Warranty: 20241 Year Carry-in Warranty"
MOTOROLA Motobook 60 Full Metal,Intel Core 7 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.2,70990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.2, Price: ₹70990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
Lenovo Lenovo V15 G3 IAP,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.1,39141,Upto 5.3 Hours,1.7 Kg,HD 720p with Privacy Shutter,39.62 cm (15.6 Inch),Lenovo,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: Lenovo Lenovo V15 G3 IAP, Brand: Lenovo, Rating: 4.1, Price: ₹39141, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.7 Kg kg, Warranty: 1 Year Onsite Warranty"
Apple MacBook Air Apple M3,"Apple M 3 Processor 8 GB Unified Memory RAMMac OS Operating System 256 GB SSD 38.1 cm (15 Inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos 1 Year Onsite Warranty",4.7,125990,Warranty Summary,1.51 Kg,1080p FaceTime HD camera,38.1 cm (15 Inch),Apple,Not found,8 GB,Not found,Not found,256 GB SSD,Not found,1 Year Onsite Warranty,"Product: Apple MacBook Air Apple M3, Brand: Apple, Rating: 4.7, Price: ₹125990, Processor: Not found, RAM: 8 GB GB, DDR: Not found, OS: Not found, Storage: 256 GB SSD, Weight: 1.51 Kg kg, Warranty: 1 Year Onsite Warranty"
HP 15,AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,29990,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch),HP,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP 15, Brand: HP, Rating: 4.2, Price: ₹29990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Onsite Warranty"
MOTOROLA Motobook 60 Full Metal,Intel Core 5 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.4,62990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.4, Price: ₹62990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
Apple MacBook Air Apple M3,"Apple M 3 Processor 8 GB Unified Memory RAMMac OS Operating System 512 GB SSD 33.02 cm (13 Inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos 1 Year Onsite Warranty",4.7,116990,Warranty Summary,1.24 Kg,1080p FaceTime HD camera,33.02 cm (13 Inch),Apple,Not found,8 GB,Not found,Not found,512 GB SSD,33.02 cm (13 Inch),1 Year Onsite Warranty,"Product: Apple MacBook Air Apple M3, Brand: Apple, Rating: 4.7, Price: ₹116990, Processor: Not found, RAM: 8 GB GB, DDR: Not found, OS: Not found, Storage: 512 GB SSD, Weight: 1.24 Kg kg, Warranty: 1 Year Onsite Warranty"
DELL 15,"Intel Core i 5 Processor (13th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4,50990,Up to 7 Hrs*,1.66 Kg,Not found,39.62 cm (15.6 Inch),DELL,Intel Core i 5 Processor (13th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: DELL 15, Brand: DELL, Rating: 4, Price: ₹50990, Processor: Intel Core i 5 Processor (13th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.66 Kg kg, Warranty: 1 Year Onsite Warranty"
Acer Aspire Lite,AMD Ryzen 7 Octa Core Processor 16 GB DDR 4 RAM 64 bit Windows 11 Operating System 1 TB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4,42990,3 Cell,1.59 kg,Lock Port,39.62 cm (15.6 Inch),Acer,Not found,16 GB,DDR,Windows 11,1 TB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: Acer Aspire Lite, Brand: Acer, Rating: 4, Price: ₹42990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 1.59 kg kg, Warranty: 1 Year Onsite Warranty"
Acer Aspire Lite,AMD Ryzen 3 Quad Core Processor 16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Carry-in Warranty,4.2,29990,Not found,1.59 Kg,Keyboard,39.62 cm (15.6 Inch),Acer,Not found,16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Carry-in Warranty,"Product: Acer Aspire Lite, Brand: Acer, Rating: 4.2, Price: ₹29990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Carry-in Warranty"
HP Backlit,Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.3,44990,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch),HP,Intel Core i 5 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP Backlit, Brand: HP, Rating: 4.3, Price: ₹44990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty"
